Zeitstempel,"Ich bestätige, dass ich die oben genannten Erklärungen gelesen und verstanden habe (bitte ankreuzen).",Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?,Welche Sprachaufnahme ist besser?
12.01.2023 13:33:12,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 13:45:37,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 13:45:52,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 13:46:12,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 13:52:11,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2
12.01.2023 14:06:29,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1
12.01.2023 14:11:54,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 14:16:06,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 14:18:18,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 14:19:55,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 14:19:57,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 14:20:53,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 14:34:27,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 14:36:55,Ja,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1
12.01.2023 14:50:23,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 14:51:32,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 15:10:10,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 15:15:53,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 15:28:52,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2
12.01.2023 15:29:44,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2
12.01.2023 15:36:46,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 15:49:59,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 16:13:32,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2
12.01.2023 16:31:08,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1
12.01.2023 16:41:29,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 16:49:26,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1
12.01.2023 16:51:59,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2
12.01.2023 17:37:52,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 17:59:20,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 18:11:43,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1
12.01.2023 18:19:09,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2
12.01.2023 18:19:30,Ja,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 18:33:48,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2
12.01.2023 18:39:33,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 18:45:19,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 18:46:11,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 18:58:55,Ja,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2
12.01.2023 19:11:25,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut,Audio 1 und Audio 2 waren etwa gleich gut
12.01.2023 19:23:38,Ja,Audio 1 ist deutlich besser als Audio 2,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 ist deutlich besser als Audio 2,Audio 2 ist deutlich besser als Audio 1,Audio 1 und Audio 2 waren etwa gleich gut,Audio 2 ist deutlich besser als Audio 1
